name,code
삼표시멘트,38500
삼현철강,17480
삼화네트웍스,46390
상보,27580
상상인,38540
상신이디피,91580
상신전자,263810
상아프론테크,89980
상지카일룸,42940
새로닉스,42600
샘코,263540
서린바이오,38070
서부T&D,6730
서산,79650
서암기계공업,100660
서연전자,12860
서연탑메탈,19770
서울리거,43710
서울반도체,46890
서울옥션,63170
서울전자통신,27040
서울제약,18680
서원인텍,93920
서전기전,189860
서진시스템,178320
서진오토모티브,122690
서플러스글로벌,140070
서한,11370
서호전기,65710
서희건설,35890
선광,3100
선데이토즈,123420
선익시스템,171090
성광벤드,14620
성도이엔지,37350
성우전자,81580
성우테크론,45300
성우하이텍,15750
성창오토텍,80470
성호전자,43260
세동,53060
세명전기,17510
세미콘라이트,214310
세보엠이씨,11560
세운메디칼,100700
세원,234100
세원물산,24830
세종메디칼,258830
세종텔레콤,36630
세중,39310
세진티에스,67770
세코닉스,53450
세화피앤씨,252500
셀루메드,49180
셀리드,299660
셀리버리,268600
셀바스AI,108860
셀바스헬스케어,208370
셀트리온제약,68760
셀트리온헬스케어,91990
소리바다,53110
소프트센,32680
손오공,66910
솔고바이오,43100
솔루에타,154040
솔본,35610
솔브레인,36830
솔트웍스,230980
쇼박스,86980
수산아이앤티,50960
수성,84180
슈펙스비앤피,58530
슈프리마,236200
슈프리마에이치큐,94840
슈피겐코리아,192440
스맥,99440
스카이문스테크놀로지,33790
스킨앤스킨,159910
스타플렉스,115570
스튜디오드래곤,253450
스튜디오썸머,8800
스페코,13810
승일,49830
시공테크,20710
시그네틱스,33170
시너지이노베이션,48870
시노펙스,25320
시스웍,269620
시큐브,131090
신라섬유,1000
신라에스지,25870
신라젠,215600
신성델타테크,65350
신스타임즈,56000
신신제약,2800
신영스팩4호,307180
신원종합개발,17000
신일제약,12790
신진에스엠,138070
신한제3호스팩,257730
신한제4호스팩,277480
신화인터텍,56700
신화콘텍,187270
신흥에스이씨,243840
실리콘웍스,108320
심텍,222800
심텍홀딩스,36710
싸이맥스,160980
싸이토젠,217330
쌍용정보통신,10280
썬텍,122800
썸에이지,208640
쎄노텍,222420
쎄니트,37760
쎄미시스코,136510
쎄트렉아이,99320
쎌바이오텍,49960
쏠리드,50890
씨씨에스,66790
씨아이에스,222080
씨앤지하이테크,264660
씨엔플러스,115530
씨엠에스에듀,225330
씨유메디칼,115480
씨젠,96530
씨케이에이치,900120
씨큐브,101240
씨트리,47920
씨티씨바이오,60590
씨티젠,36170
씨티케이코스메틱스,260930
아가방컴퍼니,13990
아나패스,123860
아난티,25980
아리온,58220
아모그린텍,125210
아모텍,52710
아미노로직스,74430
아미코젠,92040
아바코,83930
아바텍,149950
아비코전자,36010
아세아텍,50860
아스타,246720
아스트,67390
아시아경제,127710
아시아종묘,154030
아우딘퓨쳐스,227610
아이디스,143160
아이디스홀딩스,54800
아이센스,99190
아이쓰리시스템,214430
아이씨디,40910
아이씨케이,68940
아이앤씨,52860
아이에스이커머스,69920
아이에이,38880
아이엠,101390
아이엠텍,226350
아이오케이,78860
아이원스,114810
아이즈비전,31310
아이진,185490
아이컴포넌트,59100
아이큐어,175250
아이크래프트,52460
아이텍,119830
아이티센,124500
아주IB투자,27360
아즈텍WB,32080
아진산업,13310
아진엑스텍,59120
아트라스BX,23890
아프리카TV,67160
안국약품,1540
안랩,53800
안트로젠,65660
알리코제약,260660
알서포트,131370
알에스오토메이션,140670
알에프세미,96610
알에프텍,61040
알엔투테크놀로지,148250
알테오젠,196170
알톤스포츠,123750
알티캐스트,85810
알파홀딩스,117670
애니젠,196300
액션스퀘어,205500
액토즈소프트,52790
액트,131400
액트로,290740
앤디포스,238090
앤씨앤,92600
앱클론,174900
야스,255440
양지사,30960
어보브반도체,102120
에너전트,41590
에너토크,19990
에버다임,41440
에스넷,38680
에스디생명공학,217480
에스디시스템,121890
에스마크,30270
에스맥,97780
에스모,73070
에스씨디,42110
에스아이리소스,65420
에스앤더블류,103230
에스앤씨엔진그룹,900080
에스앤에스텍,101490
에스에너지,95910
에스에스알,275630
에스에이엠티,31330
에스에이티,60540
에스에프씨,112240
에스에프에이,56190
에스엔유,80000
에스엔텍,160600
에스엔피월드,263920
에스엠,41510
에스엠코어,7820
에스와이,109610
에스제이케이,80440
에스코넥,96630
에스텍,69510
에스텍파마,41910
에스트래픽,234300
에스티아이,39440
에스티오,98660
에스티큐브,52020
에스티팜,237690
에스폴리텍,50760
에스퓨얼셀,288620
에스피지,58610
에쎈테크,43340
에이디칩스,54630
에이디테크놀로지,200710
에이비엘바이오,298380
에이스침대,3800
에이스테크,88800
에이씨티,138360
에이아이비트,39230
에이앤티앤,50320
에이치시티,72990
에이치엔티,176440
에이치엘비,28300
에이치엘비생명과학,67630
에이치엘비파워,43220
에이치엘사이언스,239610
에이치케이,44780
에이테크솔루션,71670
에이텍,45660
에이텍티앤,224110
에이티넘인베스트,21080
에이티세미콘,89530
에이티젠,182400
에이프로젠 H&G,109960
에이피티씨,89970
에치에프알,230240
에코마이스터,64510
에코마케팅,230360
에코바이오,38870
에코캡,128540
에코프로,86520
에코프로비엠,247540
에코플라스틱,38110
에프알텍,73540
에프앤리퍼블릭,64090
에프에스티,36810
에프엔씨엔터,173940
에프엔에스테크,83500
에프티이앤이,65160
엑사이엔씨,54940
엑세스바이오,950130
엑셈,205100
엑시콘,92870
엔브이에이치코리아,67570
엔시트론,101400
엔에스,217820
엔에스엔,31860
엔에이치스팩10호,256630
엔에이치스팩11호,256840
엔에이치스팩12호,273060
엔에이치스팩13호,310840
엔지스테크널러지,208860
엔지켐생명과학,183490
엔터메이트,206400
엔텔스,69410
엔피케이,48830
엘디티,96870
엘비세미콘,61970
엘아이에스,138690
엘앤씨바이오,290650
엘앤에프,66970
엘앤케이바이오,156100
엘엠에스,73110
엘오티베큠,83310
엘컴텍,37950
엘티씨,170920
엠게임,58630
엠벤처투자,19590
엠씨넥스,97520
엠아이텍,179290
엠에스씨,9780
엠에스오토텍,123040
엠젠플러스,32790
엠케이전자,33160
엠코르셋,204020
엠플러스,259630
연우,115960
연이정보통신,90740
영신금속,7530
영우디에스피,143540
영인프런티어,36180
영풍정밀,36560
영화테크,265560
예림당,36000
예스24,53280
예스티,122640
오가닉티코스메틱,900300
오공,45060
오디텍,80520
오로라,39830
오르비텍,46120
오리엔탈정공,14940
오리엔트정공,65500
오리콤,10470
오상자이엘,53980
오성첨단소재,52420
오션브릿지,241790
오스코텍,39200
오스테오닉,226400
오스템,31510
오스템임플란트,48260
오이솔루션,138080
오킨스전자,80580
오텍,67170
오파스넷,173130
오픈베이스,49480
올릭스,226950
옴니시스템,57540
옴니텔,57680
옵토팩,123010
옵트론텍,82210
옵티시스,109080
옵티팜,153710
와이디온라인,52770
와이비엠넷,57030
와이솔,122990
와이아이케이,232140
와이엔텍,67900
와이엠씨,155650
와이엠티,251370
와이오엠,66430
와이제이엠게임즈,193250
와이지-원,19210
와이지엔터테인먼트,122870
와토스코리아,79000
우노앤컴퍼니,114630
우리기술,32820
우리기술투자,41190
우리넷,115440
우리로,46970
우리바이오,82850
우리산업,215360
우리산업홀딩스,72470
우리손에프앤지,73560
우리이앤엘,153490
우리조명,37400
우림기계,101170
우수AMS,66590
우원개발,46940
우정바이오,215380
우주일렉트로,65680
우진비앤지,18620
원익,32940
원익IPS,240810
원익QnC,74600
원익머트리얼즈,104830
원익큐브,14190
원익홀딩스,30530
원일특강,12620
원풍,8370
원풍물산,8290
월덱스,101160
웨이브일렉트로,95270
웰크론,65950
웰크론강원,114190
웰크론한텍,76080
웹스,196700
웹젠,69080
웹케시,53580
위닉스,44340
위메이드,112040
위즈코프,38620
위지윅스튜디오,299900
위지트,36090
윈스,136540
윈팩,97800
윈하이텍,192390
윙입푸드,900340
유니셈,36200
유니슨,18000
유니온커뮤니티,203450
유니크,11320
유니테스트,86390
유니테크노,241690
유니트론텍,142210
유라테크,48430
유바이오로직스,206650
유비벨록스,89850
유비케어,32620
유비쿼스,264450
유비쿼스홀딩스,78070
유성티엔에스,24800
유신,54930
유아이디,69330
유아이엘,49520
유안타제3호스팩,287410
유안타제4호스팩,313750
유앤아이,56090
유에스티,263770
유지인트,195990
유진기업,23410
유진로봇,56080
유진테크,84370
유테크,178780
유티아이,179900
유틸렉스,263050
육일씨엔에쓰,191410
이건홀딩스,39020
이그잭스,60230
이글루시큐리티,67920
이글벳,44960
이노메트리,302430
이노와이어리스,73490
이노인스트루먼트,215790
이노테라피,246960
이녹스,88390
이녹스첨단소재,272290
이니텍,53350
이더블유케이,258610
이디,33110
이라이콤,41520
이랜텍,54210
이루온,65440
이매진아시아,36260
이미지스,115610
이베스트투자증권,78020
이상네트웍스,80010
이수앱지스,86890
이스트소프트,47560
이스트아시아홀딩스,900110
이씨에스,67010
이에스브이,223310
이에스에이,52190
이엑스티,226360
이엔에프테크놀로지,102710
이엘케이,94190
이엘피,63760
이엠넷,123570
이엠코리아,95190
이엠텍,91120
이오테크닉스,39030
이원컴포텍,88290
이즈미디어,181340
이지바이오,35810
이지웰페어,90850
이지케어텍,99750
이크레더블,92130
이테크건설,16250
이트론,96040
이퓨쳐,134060
이화공영,1840
이화전기,24810
인바디,41830
인베니아,79950
인산가,277410
인선이엔티,60150
인성정보,33230
인지디스플레,37330
인콘,83640
인크로스,216050
인탑스,49070
인터로조,119610
인터불스,158310
인터엠,17250
인터파크,108790
인터파크홀딩스,35080
인터플렉스,51370
인텍플러스,64290
인텔리안테크,189300
인트로메딕,150840
인트론바이오,48530
인포마크,175140
인포바인,115310
인포뱅크,39290
인프라웨어,41020
인피니트헬스케어,71200
인화정공,101930
일신바이오,68330
일야,58450
일지테크,19540
일진파워,94820
잉글우드랩,950140
잉크테크,49550
자연과환경,43910
자이글,234920
장원테크,174880
재영솔루텍,49630
전진바이오팜,110020
전파기지국,65530
정다운,208140
정산애강,22220
정상제이엘에스,40420
정원엔시스,45510
제낙스,65620
제너셈,217190
제넥신,95700
제넨바이오,72520
제노레이,122310
제노포커스,187420
제닉,123330
제로투세븐,159580
제룡산업,147830
제룡전기,33100
제미니투자,19570
제우스,79370
제이브이엠,54950
제이스테판,96690
제이스텍,90470
제이씨케미칼,137950
제이씨현시스템,33320
제이에스티나,26040
제이엔케이히터,126880
제이엠아이,33050
제이엠티,94970
제이웨이,58420
제이콘텐트리,36420
제이티,89790
제일바이오,52670
제일제강,23440
제일테크노스,38010
제주반도체,80220
젬백스,82270
조광ILI,44060
조아제약,34940
조이맥스,101730
조이시티,67000
좋은사람들,33340
주성엔지니어링,36930
중앙리빙테크,51980
중앙백신,72020
중앙에너비스,440
중앙오션,54180
지노믹트리,228760
지니뮤직,43610
지니언스,263860
지란지교시큐리티,208350
지스마트글로벌,114570
지어소프트,51160
지에스이,53050
지엔씨에너지,119850
지엔코,65060
지엘팜텍,204840
지엠피,18290
지와이커머스,111820
지투하이소닉,106080
지트리비앤티,115450
지티지웰니스,219750
진로발효,18120
진매트릭스,109820
진바이오텍,86060
진성티이씨,36890
진양제약,7370
차바이오텍,85660
차이나그레이트,900040
참좋은여행,94850
창해에탄올,4650
천보,278280
청담러닝,96240
청보산업,13720
체리부로,66360
초록뱀,47820
칩스앤미디어,94360
카스,16920
카페24,42000
캐스텍코리아,71850
캔서롭,180400
캠시스,50110
컬러레이,900310
컴투스,78340
케어랩스,263700
케어젠,214370
케이디켐,221980
케이맥,43290
케이비17호스팩,317030
케이비제10호스팩,250930
케이비제11호스팩,258790
케이사인,192250
케이씨에스,115500
케이씨티,89150
케이씨피드,25880
케이아이엔엑스,93320
케이에스피,73010
케이엔더블유,105330
케이엘넷,39420
케이엠,83550
케이엠더블유,32500
케이엠제약,225430
케이프,64820
케이피에스,256940
케이피에프,24880
케이피엠테크,42040
케이피티유,54410
켐온,217600
켐트로닉스,89010
켐트로스,220260
코나아이,52400
코닉글로리,94860
코다코,46070
코데즈컴바인,47770
코드네이처,78940
코디,80530
코디엠,224060
코렌,78650
코렌텍,104540
코리아나,27050
코리아에스이,101670
코리아에프티,123410
코맥스,36690
코메론,49430
코미코,183300
코미팜,41960
코세스,89890
코센,9730
코스맥스엔비티,222040
코스메카코리아,241710
코스온,69110
코아스템,166480
코아시아,45970
코엔텍,29960
코오롱생명과학,102940
코오롱티슈진,950160
코웰패션,33290
코위버,56360
코이즈,121850
코콤,15710
코텍,52330
코프라,126600
콜마비앤에이치,200130
쿠첸,225650
큐렉소,60280
큐로컴,40350
큐로홀딩스,51780
큐리언트,115180
큐브엔터,182360
큐에스아이,66310
큐캐피탈,16600
크로바하이텍,43590
크루셜텍,114120
크리스에프앤씨,110790
크리스탈,83790
크리스탈신소재,900250
크린앤사이언스,45520
클래시스,214150
클리오,237880
키움제5호스팩,311270
키이스트,54780
타이거일렉,219130
탑엔지니어링,65130
태광,23160
태양,53620
태웅,44490
테고사이언스,191420
테라셈,182690
테라젠이텍스,66700
테스,95610
테스나,131970
테크윙,89030
텔레칩스,54450
텔레필드,91440
텔루스,196450
텔콘RF제약,200230
토박스코리아,215480
토비스,51360
토탈소프트,45340
토필드,57880
톱텍,108230
투비소프트,79970
트루윈,105550
특수건설,26150
티로보틱스,117730
티비씨,33830
티씨케이,64760
티앤알바이오팹,246710
티에스이,131290
티엘아이,62860
티케이케미칼,104480
티플랙스,81150
티피씨글로벌,130740
팅크웨어,84730
파나진,46210
파라다이스,34230
파라텍,33540
파루,43200
파마리서치프로덕트,214450
파멥신,208340
파버나인,177830
파세코,37070
파수닷컴,150900
파워넷,37030
파워로직스,47310
파이오링크,170790
파인넥스,123260
파인디앤씨,49120
파인디지털,38950
파인테크닉스,106240
파인텍,131760
파크시스템스,140860
파트론,91700
파티게임즈,194510
팍스넷,38160
판타지오,32800
팜스웰바이오,43090
팜스토리,27710
패션플랫폼,225590
팬스타엔터프라이즈,54300
팬엔터테인먼트,68050
팬젠,222110
퍼시픽바이오,60900
펄어비스,263750
펩트론,87010
평화정공,43370
포메탈,119500
포비스티앤씨,16670
포스링크,56730
포스코 ICT,22100
포스코엠텍,9520
포스코케미칼,3670
포시에스,189690
포티스,141020
푸드나무,290720
푸드웰,5670
푸른기술,94940
푸른저축은행,7330
풍강,93380
풍국주정,23900
퓨전데이타,195440
퓨쳐스트림네트웍스,214270
퓨쳐켐,220100
프럼파스트,35200
프로스테믹스,203690
프로텍,53610
프리엠스,53160
플랜티넷,75130
플레이위드,23770
피델릭스,32580
피씨디렉트,51380
피씨엘,241820
피앤씨테크,237750
피앤이솔루션,131390
피앤텔,54340
피에스엠씨,24850
피에스케이,31980
피에스텍,2230
피엔티,137400
피제이메탈,128660
피제이전자,6140
픽셀플러스,87600
필링크,64800
필옵틱스,161580
하나금융10호스팩,270520
하나금융11호스팩,284620
하나금융9호스팩,261200
하나마이크론,67310
하나머스트제6호스팩,307160
하나머티리얼즈,166090
하림,136480
하림지주,3380
하이로닉,149980
하이록코리아,13030
하이비젼시스템,126700
하이셈,200470
하이즈항공,221840
하이텍팜,106190
하츠,66130
한국가구,4590
한국경제TV,39340
한국기업평가,34950
한국맥널티,222980
한국선재,25550
한국알콜,17890
한국유니온제약,80720
한국전자금융,63570
한국전자인증,41460
한국정밀기계,101680
한국정보공학,39740
한국정보인증,53300
한국정보통신,25770
한국제5호스팩,271740
한국제6호스팩,281410
한국제7호스팩,291210
한국제8호스팩,310870
한국캐피탈,23760
한국컴퓨터,54040
한국코퍼레이션,50540
한국큐빅,21650
한국테크놀로지,53590
한국팩키지,37230
한글과컴퓨터,30520
한네트,52600
한라IMS,92460
한류AI센터,222810
한류타임즈,39670
한빛소프트,47080
한솔시큐어,70300
한솔씨앤피,221610
한솔인티큐브,70590
한송네오텍,226440
한스바이오메드,42520
한양디지텍,78350
한양이엔지,45100
한일네트웍스,46110
한일단조,24740
한일사료,5860
한일진공,123840
한일화학,7770
한창산업,79170
한컴MDS,86960
한컴시큐어,54920
한컴유니맥스,215090
한컴지엠디,77280
한탑,2680
한프,66110
한화수성스팩,265920
한화에이스스팩3호,264290
한화에이스스팩4호,279410
해덕파워웨이,102210
해마로푸드서비스,220630
해성산업,34810
해성옵틱스,76610
핸디소프트,220180
헝셩그룹,900270
현대공업,170030
현대바이오,48410
현대사료,16790
현대정보기술,26180
현대통신,39010
현성바이탈,204990
현우산업,92300
현진소재,53660
형지I&C,11080
홈센타홀딩스,60560
홈캐스트,64240
화성밸브,39610
화신정공,126640
화신테크,86250
화이브라더스코리아,204630
화일약품,61250
화진,134780
효성오앤비,97870
휘닉스소재,50090
휴네시온,290270
휴마시스,205470
휴맥스,115160
휴맥스홀딩스,28080
휴메딕스,200670
휴비츠,65510
휴온스,243070
휴온스글로벌,84110
휴젤,145020
흥구석유,24060
흥국,10240
흥국에프엔비,189980
희림,37440
힘스,238490
