종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,,
35600,KG이니시스,105802,소프트웨어 개발 및 공급업,27904434,13952217000,500,원(KRW),(02)3430-5913,"서울특별시 중구 통일로 92 케이지타워 14,15층",1331,,
60720,KH바텍,32602,전자부품 제조업,20611941,10305970500,500,원(KRW),054-465-0630,경상북도 구미시  1공단로10길 53-12 (주)KH바텍 ,1331,,
83470,KJ프리텍,32202,플라스틱제품 제조업,24704729,12352364500,500,원(KRW),031-230-6903,경기도 화성시  반월남길 77 (주)케이제이프리텍,1331,,
122450,KMH,106002,텔레비전 방송업,22639663,11319831500,500,원(KRW),02-2647-1255,서울특별시 양천구  목동서로 201 KT정보전산센터 7층,1331,,
52900,KMH하이텍,32202,플라스틱제품 제조업,46885499,23442749500,500,원(KRW),(041)539-6114,충청남도 아산시  음봉면 연암율금로 330 비아이이엠티 ,1331,,
58400,KNN,106002,텔레비전 방송업,132429720,66214860000,500,원(KRW),051-850-9214,부산광역시 해운대구  센텀서로 30 케이엔엔타워 ,1331,,
114450,KPX생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,15000000,7500000000,500,원(KRW),061-688-4600,전라남도 여수시 여수산단2로 84 ,1331,,
36030,KTH,74601,상품 중개업,35715022,35715022000,1000,원(KRW),02-1588-5668,서울특별시 동작구  보라매로5길 23 삼성보라매옴니타워 ,1331,,
60370,KT서브마린,64203,전기 및 통신 공사업,21900000,21900000000,1000,원(KRW),(051)704-0004,부산광역시 해운대구 송정광어골로 42  ,1331,,
65150,MP그룹,74603,음·식료품 및 담배 도매업,80808407,8080840700,100,원(KRW),02-596-3300,서울특별시 서초구  효령로 132 미피하우스,1331,,
219550,MP한강,74604,생활용품 도매업,56831270,5683127000,100,원(KRW),02-3773-8373,서울특별시 구로구 디지털로 273 에이스트윈타워 2차 1206호,1331,,
160550,NEW,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",27906106,13953053000,500,원(KRW),02-3490-9300,서울특별시 강남구 학동로9길 5 - ,1331,,
53290,NE능률,105801,"서적, 잡지 및 기타 인쇄물 출판업",13497842,6748921000,500,원(KRW),02-2014-7114,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비즈니스타워 10층 ,1331,,
104200,NHN벅스,105802,소프트웨어 개발 및 공급업,14827550,7413775000,500,원(KRW),031-8038-4186,경기도 성남시 분당구 대왕판교로645번길 16 플레이뮤지엄,1331,,
60250,NHN한국사이버결제,106309,기타 정보 서비스업,21917493,10958746500,500,원(KRW),(02)2108-1000,서울특별시 구로구 디지털로26길 72 - ,1331,,
30190,NICE평가정보,106309,기타 정보 서비스업,60714820,30357410000,500,원(KRW),02-2122-4000,서울특별시 영등포구 은행로 17 NICE 그룹1사옥 ,1331,,
24940,PN풍년,32509,기타 금속 가공제품 제조업,10000000,5000000000,500,원(KRW),02-2008-1030,경기도 안산시 단원구 별망로 620 ,1331,,
218410,RFHIC,32604,통신 및 방송 장비 제조업,22477756,11238878000,500,원(KRW),031-8069-3016,경기도 안양시 동안구 부림로 170 41-14(관양동),1331,,
91340,S&K폴리텍,32602,전자부품 제조업,11703721,5851860500,500,원(KRW),031-432-8061,경기도 안산시 단원구 시화벤처로 515 성곡동 808-6번지,1331,,
19550,SBI인베스트먼트,116402,신탁업 및 집합투자업,162066575,83533287500,500,원(KRW),02-2139-9200,서울특별시 강남구 테헤란로 509엔씨타워1 14층 ,1331,,
950110,SBI핀테크솔루션즈,105802,소프트웨어 개발 및 공급업,24656540,0,0,일본엔(JPY),81-3-3498-5011,"일본 동경 시부야구 시부야 2-1-1, 아오야마 퍼스트 빌딩 ",1331,,
46140,SBS콘텐츠허브,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",21463555,10731777500,500,원(KRW),02-2001-0631,"서울특별시 마포구 상암산로 82 SBS프리즘타워 15, 16층 ",1331,,
36120,SCI평가정보,147509,기타 사업지원 서비스업,35500000,17750000000,500,원(KRW),02  -3445-5000,서울특별시 마포구  토정로 144 건양사빌딩 ,1331,,
99220,SDN,74605,기계장비 및 관련 물품 도매업,42415467,21207733500,500,원(KRW),02-446-6691,경기도 성남시 분당구 대왕판교로644번길 21메디포스트 3층  ,1331,,
36540,SFA반도체,32601,반도체 제조업,141121631,70818115500,500,원(KRW),041 -529 -0708,충청남도 천안시 서북구  백석공단7로 16 STS반도체통신(주) ,1331,,
255220,SG,32309,기타 비금속 광물제품 제조업,12506024,1250602400,100,원(KRW),032-574-6525,"인천광역시 서구 봉수대로300번길 15, 300번길 9 &nbsp",1331,,
40610,SG&G,33003,자동차 신품 부품 제조업,34087196,17043598000,500,원(KRW),02-2105-6315,경기도 성남시 분당구 대왕판교로606번길 47 SG타워 7층,1331,,
49470,SGA,105802,소프트웨어 개발 및 공급업,96724499,48362249500,500,원(KRW),070-7308-9319,"서울특별시 송파구 법원로11길 25 에이동 801호(문정동, 에이치비지니스파크) ",1331,,
184230,SGA솔루션즈,105802,소프트웨어 개발 및 공급업,33905098,3390509800,100,원(KRW),02-574-6856,"서울특별시 송파구 법원로11길 25 에이동 901호(문정동, 에이치비지니스파크) ",1331,,
232330,SK3호스팩,116601,금융 지원 서비스업,3600000,360000000,100,원(KRW),02-3773-8373,"서울특별시 영등포구 국제금융로8길 31 여의도동, 에스케이증권빌딩",1331,,
307070,SK4호스팩,116601,금융 지원 서비스업,5160000,516000000,100,원(KRW),02-3773-9151,서울특별시 영등포구 국제금융로8길 31 4층 &nbsp,1331,,
57500,SKC 솔믹스,32602,전자부품 제조업,61494040,30747020000,500,원(KRW),(031)660-8400,경기도 평택시  경기대로 1043 ,1331,,
178920,SKC코오롱PI,32202,플라스틱제품 제조업,29366322,14683161000,500,원(KRW),031-436-8600,충청북도 진천군 이월면 고등1길 27 ,1331,,
36490,SK머티리얼즈,32001,기초 화학물질 제조업,10547673,5273836500,500,원(KRW),054-630-8114,경상북도 영주시  가흥공단로 59-33 ,1331,,
52260,SK바이오랜드,32004,기타 화학제품 제조업,15000000,7500000000,500,원(KRW),041-550-7700,충청남도 천안시 동남구  병천면 송정리2길 59 ,1331,,
48550,SM C&C,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",94061026,47030513000,500,원(KRW),02-3788-0000,서울특별시 강남구 삼성로 648한섬빌딩 ,1331,,
63440,SM Life Design,31802,기록매체 복제업,44190228,22455114000,500,원(KRW),031-955-7171,경기도 파주시 직지길 376 ,1331,,
289080,SV인베스트먼트,116409,기타 금융업,26617000,13308500000,500,원(KRW),02-3775-1020,"서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)",1331,,
89230,THE E&M,106309,기타 정보 서비스업,91860980,9186098000,100,원(KRW),02-2088-8222,서울특별시 서초구 서초대로 398 플래티넘 타워 6층 ,1331,,
161570,THE MIDONG,32605,영상 및 음향기기 제조업,13791786,6895893000,500,원(KRW),070-7425-0614,서울특별시 서초구 남부순환로 2652 대명빌딩 7층 ,1331,,
32540,TJ미디어,32605,영상 및 음향기기 제조업,13931609,6965804500,500,원(KRW),02  -3663-4700,서울특별시 강서구 화곡로64길 23 ,1331,,
48770,TPC,32901,일반 목적용 기계 제조업,12900000,6450000000,500,원(KRW),032 -572 -1700,인천광역시 서구 갑문2로 39 (오류동) 단해창도클러스터 ,1331,,
246690,TS인베스트먼트,116402,신탁업 및 집합투자업,22421004,11210502000,500,원(KRW),02-6250-5700,"서울특별시 강남구 선릉로 531, 3층 302호 ",1331,,
38340,UCI,168505,일반 교습 학원,13931373,7015686500,500,원(KRW),(02)3438-6900,"서울특별시 구로구 디지털로33길 48 604호(구로동, 대륭포스트타워7차)",1331,,
73570,WI,32902,특수 목적용 기계 제조업,13872974,6936487000,500,원(KRW),041-582-5700,충청남도 천안시 서북구 직산읍 4산단7로 17-15 -,1331,,
52300,W홀딩컴퍼니,85209,기타 운송관련 서비스업,132305696,13230569600,100,원(KRW),02-6237-9786,서울특별시 강남구 언주로148길 19 청호빌딩 4층 ,1331,,
40300,YTN,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",42000000,42000000000,1000,원(KRW),(02) 398-8000,서울특별시 마포구 상암산로 76와이티엔뉴스퀘어 ,1331,,
51390,YW,74608,상품 종합 도매업,11355368,5677684000,500,원(KRW),(031)703-7118,"경기도 성남시 분당구  야탑남로 280 801(야탑동,분당테크노파크씨동)",1331,,
52220,iMBC,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",23000000,11500000000,500,원(KRW),(02)2105-1100,"서울특별시 마포구 성암로 25510층(상암동, 문화방송미디어센터) ",1331,,
79940,가비아,105802,소프트웨어 개발 및 공급업,13535684,6767842000,500,원(KRW),1544-4370,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 B동 401호,501호",1331,,
78890,가온미디어,32604,통신 및 방송 장비 제조업,14514801,7257400500,500,원(KRW),031-724-8500,경기도 성남시 분당구  성남대로 884-3 ,1331,,
192410,감마누,32604,통신 및 방송 장비 제조업,24435800,12217900000,500,원(KRW),031-831-8800,경기도 화성시 동탄면 금곡로 185-44 ,1331,,
217730,강스템바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업,20825937,10412968500,500,원(KRW),02-888-1590,서울특별시 강남구 테헤란로 512 신안빌딩 17층,1331,,
94480,갤럭시아컴즈,105802,소프트웨어 개발 및 공급업,39229838,19614919000,500,원(KRW),02-3484-8400,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층 ,1331,,
63080,게임빌,116409,기타 금융업,6595192,3297596000,500,원(KRW),02-876-5252,서울특별시 서초구  서초중앙로 4 게임빌빌딩,1331,,
39240,경남스틸,32401,1차 철강 제조업,25000000,2500000000,100,원(KRW),055 -252 -9208,경남 창원시 웅남동 61-46번지 ,1331,,
53950,경남제약,32102,의약품 제조업,13865977,6932988500,500,원(KRW),02-3490-5105,경상남도 의령군 동동리 1539-5 ,1331,,
11040,경동제약,32102,의약품 제조업,26550000,13575000000,500,원(KRW),02  -576 -6121,경기도 화성시  양감면 제약단지로 224-3 ,1331,,
24910,경창산업,33003,자동차 신품 부품 제조업,35819005,17909502500,500,원(KRW),053 -560 -0141,대구광역시 달서구 성서로35길 6 월암동,1331,,
198440,고려시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",31979960,3197996000,100,원(KRW),061-390-6575,전라남도 장성군 장성읍 영천로 35 고려시멘트,1331,,
49720,고려신용정보,147509,기타 사업지원 서비스업,14300000,7150000000,500,원(KRW),02-3450-9000,"서울특별시 서초구 서초대로 353 (서초동, 유니온타워)",1331,,
14570,고려제약,32102,의약품 제조업,11000000,5500000000,500,원(KRW),02-529-6100,경기도 이천시  신둔면 원적로 69-10 ,1331,,
98460,고영,32902,특수 목적용 기계 제조업,13687951,6843975500,500,원(KRW),02-6343-6000,"서울특별시 금천구 가산디지털2로 53 (가산동, 한라시그마밸리 14층, 15층)",1331,,
38530,골드퍼시픽,74604,생활용품 도매업,26357435,13178717500,500,원(KRW),02-2029-0700,"서울특별시 구로구 디지털로30길 28 7층, 702호(구로동, 마리오타워)",1331,,
307870,골든브릿지이안5호,116601,금융 지원 서비스업,4750000,475000000,100,원(KRW),02-3779-3337,서울특별시 서대문구 충정로 50 골든브릿지빌딩 4층 ,1331,,
900280,골든센츄리,116409,기타 금융업,93400000,18680000,0.2,미국달러(USD),02-780-8863,"Floor 4, Willow House, Cricket Square, P O Box 2084, Grand Cayman KY1-1112, Cayman Islands &nbsp",1331,,
215000,골프존,105802,소프트웨어 개발 및 공급업,6275415,3137707500,500,원(KRW),1577-4333,서울특별시 강남구 영동대로 735 - ,1331,,
121440,골프존뉴딘홀딩스,116409,기타 금융업,42836818,21418409000,500,원(KRW),042-862-8109,서울특별시 강남구 영동대로 735- ,1331,,
14200,광림,33001,자동차용 엔진 및 자동차 제조업,49624189,24812094500,500,원(KRW),043 -260 -9111,충청북도 청원군  현도면 청남로 484 (주)광림 ,1331,,
26910,광진실업,32401,1차 철강 제조업,6405405,3202702500,500,원(KRW),051 -204 -9101,부산 사하구 신평동 370-103 ,1331,,
90150,광진윈텍,33003,자동차 신품 부품 제조업,9658393,4829196500,500,원(KRW),051-711-2222,부산광역시 기장군  장안읍 장안산단9로 110 ,1331,,
267320,교보7호스팩,116601,금융 지원 서비스업,4020000,402000000,100,원(KRW),02-3771-9294,서울특별시 영등포구 의사당대로 97 (여의도동),1331,,
307280,교보8호스팩,116601,금융 지원 서비스업,3720000,372000000,100,원(KRW),02-3771-9284,서울특별시 영등포구 의사당대로 97 &nbsp,1331,,
53270,구영테크,33003,자동차 신품 부품 제조업,26394174,13197087000,500,원(KRW),053-592-6111,대구광역시 달성군 구지면 국가산단대로39길 119 (창리),1331,,
66620,국보디자인,64204,실내건축 및 건축마무리 공사업,7500000,3750000000,500,원(KRW),(02)738-2700,서울 마포구 서교동 477-22 ,1331,,
43650,국순당,31101,알코올음료 제조업,17858304,8929152000,500,원(KRW),02  -5138-500,강원도 횡성군 둔내면 강변로 975 ,1331,,
6050,국영지앤엠,32301,유리 및 유리제품 제조업,34895243,17447621500,500,원(KRW),02-2015-0370,"서울시 서초구 서초중앙로 36 (서초동, 준영빌딩 7층) ",1331,,
60480,국일신동,32402,1차 비철금속 제조업,11090000,5545000000,500,원(KRW),031-499-9192,경기도 안산시 단원구 번영2로 58 &nbsp,1331,,
78130,국일제지,31709,기타 종이 및 판지 제품 제조업,116391006,11639100600,100,원(KRW),(031)339-9100,경기도 용인시 처인구  이동면 백옥대로 563 ,1331,,
19010,그랜드백화점,74701,종합 소매업,4820000,24100000000,5000,원(KRW),02-3665-0101,서울특별시 강남구 선릉로62길 15 ,1331,,
900070,글로벌에스엠,116409,기타 금융업,53743968,26871984,0.5,미국달러(USD),031-932-9970,"GEORGE TOWN,GRAND CAYMAN KY1-1112 CAYMAN ISLANDS SCOTLA CENTRE 4TH FLOOR,P.O.BOX2804,",1331,,
204620,글로벌텍스프리,116601,금융 지원 서비스업,37176555,18588277500,500,원(KRW),02-518-0837,"서울특별시 중구 퇴계로 131 9층(충무로2가, 신일빌딩)",1331,,
19660,글로본,74608,상품 종합 도매업,28523435,14261717500,500,원(KRW),031-698-7300,서울특별시 강남구 도산대로 331 -,1331,,
53260,금강철강,32401,1차 철강 제조업,18720000,9860000000,500,원(KRW),(02)3471-0001,"서울특별시 서초구  서운로 19 701호(서초동, 서초월드오피스텔)",1331,,
36190,금화피에스시,64203,전기 및 통신 공사업,6000000,3000000000,500,원(KRW),02  -2186-6220,서울특별시 강남구  테헤란로25길 15-4 ,1331,,
49080,기가레인,32902,특수 목적용 기계 제조업,50392650,25196325000,500,원(KRW),031-233-7325,경기도 화성시 동탄산단10길 61 - ,1331,,
35460,기산텔레콤,32604,통신 및 방송 장비 제조업,14577340,7288670000,500,원(KRW),02  -3431-8700,서울특별시 송파구  오금로 111 세기빌딩 11층,1331,,
187790,나노,32001,기초 화학물질 제조업,25797855,12898927500,500,원(KRW),054-533-5887,경상북도 상주시 청리면 마공공단로 60 -,1331,,
151910,나노스,32602,전자부품 제조업,109013645,10901364500,100,원(KRW),031-240-3900,경기도 화성시 마도면 마도공단로2길 4 -,1331,,
121600,나노신소재,32004,기타 화학제품 제조업,10848333,5424166500,500,원(KRW),044-275-6966,세종특별자치시   부강면 금호안골길 78 부용지방산업단지내,1331,,
39860,나노엔텍,32701,의료용 기기 제조업,26292790,13146395000,500,원(KRW),02-6220-7728,서울특별시 구로구  디지털로26길 5 에이스하이엔드타워1차 1210호,1331,,
91970,나노캠텍,32202,플라스틱제품 제조업,21202036,10601018000,500,원(KRW),031-671-9466,경기도 용인시 처인구 남사면 완장천로 42-34 ,1331,,
51490,나라엠앤디,32902,특수 목적용 기계 제조업,14200000,7230000000,500,원(KRW),055-239-3600,경상남도 창원시 성산구  공단로 675 나라엠앤디(주) ,1331,,
190510,나무가,32602,전자부품 제조업,3430020,1912749500,500,원(KRW),070-7012-8400,"경기도 성남시 중원구 사기막골로 124, 709호(상대원동, SKn테크노파크) &nbsp",1331,,
242040,나무기술,105802,소프트웨어 개발 및 공급업,28192820,2819282000,100,원(KRW),031-8017-3900,"경기도 성남시 분당구 판교로 255 5층(삼평동, 이노밸리F동)",1331,,
89600,나스미디어,137103,광고업,8754691,4557703000,500,원(KRW),02-2188-7300,"서울특별시 강남구 도곡로1길 14 삼일프라자오피스텔4,5F ",1331,,
293580,나우아이비캐피탈,116409,기타 금융업,9480000,47400000000,5000,원(KRW),02-565-6234,서울특별시 강남구 삼성로 511 골든타워 11층,1331,,
138610,나이벡,32103,의료용품 및 기타 의약 관련제품 제조업,6402979,3201489500,500,원(KRW),043-532-7458,충청북도 진천군  이월면 밤디길 116 이월전기전자농공1단지,1331,,
130580,나이스디앤비,147509,기타 사업지원 서비스업,15400000,7700000000,500,원(KRW),02-2122-2370,서울특별시 마포구 마포대로 217 (아현동),1331,,
36800,나이스정보통신,106102,전기 통신업,10000000,5000000000,500,원(KRW),02  -2187-2700,서울특별시 영등포구 은행로 17 NICE 그룹1사옥 ,1331,,
111710,남화산업,189101,스포츠 서비스업,20588000,4117600000,200,원(KRW),,전라남도 무안군 청계면 서호로 162 ,1331,,
91590,남화토건,64101,건물 건설업,11740000,5870000000,500,원(KRW),062-520-1072,전라남도 화순군 화순읍 벽라1길 40 ,1331,,
168330,내츄럴엔도텍,137001,자연과학 및 공학 연구개발업,20665822,10332911000,500,원(KRW),070-4601-3139,"경기도 성남시 분당구 판교로 255 번길 58, 에이동 301호 ",1331,,
72770,네오디안테크놀로지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",35957518,17978759000,500,원(KRW),02-2082-2800,서울특별시 서초구 방배로34길 8 다원빌딩 301호,1331,,
253590,네오셈,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",35906480,3590648000,100,원(KRW),031-8091-0853,경기도 안양시 동안구 시민대로327번길 12-26 주식회사 네오셈,1331,,
212560,네오오토,33003,자동차 신품 부품 제조업,7874963,3937481500,500,원(KRW),02-732-2871,"서울특별시 종로구 새문안로5길 19 6층(당주동, 로얄빌딩)",1331,,
95660,네오위즈,105802,소프트웨어 개발 및 공급업,21915008,10957504000,500,원(KRW),031-8023-6600,경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워 ,1331,,
42420,네오위즈홀딩스,116409,기타 금융업,8856866,4653433000,500,원(KRW),031-8023-6503,경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워 ,1331,,
85910,네오티스,33003,자동차 신품 부품 제조업,11013678,5506839000,500,원(KRW),031-671-0170,경기도 안성시  죽산면 용대길 38-9 ,1331,,
92730,네오팜,32004,기타 화학제품 제조업,7461237,3730618500,500,원(KRW),042-864-0038,대전 유성구 탑립동 928번지 ,1331,,
290660,네오펙트,32701,의료용 기기 제조업,11873545,5936772500,500,원(KRW),031-889-8521,경기도 성남시 수정구 창업로 42 판교제2테크노밸리 경기기업성장센터 801호,1331,,
153460,네이블커뮤니케이션즈,105802,소프트웨어 개발 및 공급업,6530014,3265007000,500,원(KRW),070-7780-9910,"서울특별시 강남구 학동로 401 8층(청담동, 금하빌딩) ",1331,,
7390,네이처셀,31102,비알코올음료 및 얼음 제조업,53076399,26538199500,500,원(KRW),02-3472-1681,서울특별시 영등포구 국회대로76길 10 5층 ,1331,,
33640,네패스,32601,반도체 제조업,23059202,11629601000,500,원(KRW),02-3470-2700,충청북도 음성군 삼성면 금일로965번길 105 ,1331,,
87730,네패스신소재,32002,합성고무 및 플라스틱 물질 제조업,3515737,1757868500,500,원(KRW),063-900-7200,전라북도 익산시  석암로 99 엘지화학익산공장 내 ,1331,,
89140,넥스턴,32301,유리 및 유리제품 제조업,11846520,5923260000,500,원(KRW),031-288-2088,경기도 용인시 기흥구 기흥단지로121번길 35 (고매동),1331,,
65170,넥스트BT,74603,음·식료품 및 담배 도매업,61587062,30793531000,500,원(KRW),02-3401-4490,충청북도 음성군 삼성면 대양로 193-12 ,1331,,
139670,넥스트리밍,105802,소프트웨어 개발 및 공급업,7016911,3508455500,500,원(KRW),02-2194-5300,서울특별시 서초구 바우뫼로37길 56 건영빌딩 3층 ,1331,,
137940,넥스트아이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",77116173,7927357300,100,원(KRW),031-478-2700,경기도 안양시 동안구 동편로 43동편로13번길65 넥스트아이빌딩 ,1331,,
41140,넥슨지티,105802,소프트웨어 개발 및 공급업,35373322,17686661000,500,원(KRW),02-525-6603,"경기도 성남시 분당구 판교로 256번길 25 (삼평동, 판교테크노밸리 씨3-7비동)",1331,,
